"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"312280","DOM VIÇOSO","MG","09/2020","123","1228","9.98"
"312280","DOM VIÇOSO","MG","05/2020","123","342","2.78"
"312280","DOM VIÇOSO","MG","01/2020","120","12972.00","108.10"
"312280","DOM VIÇOSO","MG","03/2020","120","12801","106.68"
"312280","DOM VIÇOSO","MG","08/2020","123","349","2.84"
"312290","DONA EUSÉBIA","MG","01/2020","217","36008.00","165.94"
"312290","DONA EUSÉBIA","MG","03/2020","210","34996","166.65"
"312290","DONA EUSÉBIA","MG","11/2020","263","5040","19.16"
"312290","DONA EUSÉBIA","MG","09/2020","263","4144","15.76"
"312290","DONA EUSÉBIA","MG","08/2020","263","1258","4.78"
"312290","DONA EUSÉBIA","MG","07/2020","263","1568","5.96"
"312290","DONA EUSÉBIA","MG","05/2020","263","1479","5.62"
"312290","DONA EUSÉBIA","MG","04/2020","263","2187","8.32"
"312290","DONA EUSÉBIA","MG","02/2020","217","35676","164.41"
"312290","DONA EUSÉBIA","MG","10/2020","263","4648","17.67"
"312290","DONA EUSÉBIA","MG","06/2020","263","1568","5.96"
"312290","DONA EUSÉBIA","MG","12/2020","263","5170","19.66"
"312300","DORES DE CAMPOS","MG","08/2020","269","1190","4.42"
"312300","DORES DE CAMPOS","MG","01/2020","259","29773.00","114.95"
"312300","DORES DE CAMPOS","MG","10/2020","269","2467","9.17"
"312300","DORES DE CAMPOS","MG","06/2020","269","1190","4.42"
"312300","DORES DE CAMPOS","MG","05/2020","269","1190","4.42"
"312300","DORES DE CAMPOS","MG","11/2020","269","2467","9.17"
"312300","DORES DE CAMPOS","MG","07/2020","269","1190","4.42"
"312300","DORES DE CAMPOS","MG","04/2020","269","1190","4.42"
"312300","DORES DE CAMPOS","MG","09/2020","269","2467","9.17"
"312300","DORES DE CAMPOS","MG","03/2020","267","29905","112.00"
"312300","DORES DE CAMPOS","MG","12/2020","269","3117","11.59"
"312300","DORES DE CAMPOS","MG","02/2020","258","29062","112.64"
"312310","DORES DE GUANHÃES","MG","12/2020","357","11318","31.70"
"312310","DORES DE GUANHÃES","MG","03/2020","342","69120","202.11"
"312310","DORES DE GUANHÃES","MG","09/2020","357","9063","25.39"
"312310","DORES DE GUANHÃES","MG","02/2020","344","69069","200.78"
"312310","DORES DE GUANHÃES","MG","04/2020","351","1756","5.00"
"312310","DORES DE GUANHÃES","MG","05/2020","352","1552","4.41"
"312310","DORES DE GUANHÃES","MG","06/2020","352","1641","4.66"
"312310","DORES DE GUANHÃES","MG","07/2020","352","1680","4.77"
"312310","DORES DE GUANHÃES","MG","08/2020","352","1468","4.17"
"312310","DORES DE GUANHÃES","MG","10/2020","357","9976","27.94"
"312310","DORES DE GUANHÃES","MG","11/2020","357","10154","28.44"
"312310","DORES DE GUANHÃES","MG","01/2020","345","69543.00","201.57"
"312320","DORES DO INDAIÁ","MG","02/2020","439","55563","126.57"
"312320","DORES DO INDAIÁ","MG","01/2020","442","55863.00","126.39"
"312320","DORES DO INDAIÁ","MG","04/2020","535","7862","14.70"
"312320","DORES DO INDAIÁ","MG","05/2020","536","7014","13.09"
"312320","DORES DO INDAIÁ","MG","10/2020","530","12960","24.45"
"312320","DORES DO INDAIÁ","MG","06/2020","536","7281","13.58"
"312320","DORES DO INDAIÁ","MG","07/2020","536","7696","14.36"
"312320","DORES DO INDAIÁ","MG","08/2020","536","7073","13.20"
"312320","DORES DO INDAIÁ","MG","11/2020","530","13384","25.25"
"312320","DORES DO INDAIÁ","MG","09/2020","530","11911","22.47"
"312320","DORES DO INDAIÁ","MG","12/2020","530","14064","26.54"
"312320","DORES DO INDAIÁ","MG","03/2020","527","66571","126.32"
"312330","DORES DO TURVO","MG","08/2020","441","2031","4.61"
"312330","DORES DO TURVO","MG","09/2020","436","7802","17.89"
"312330","DORES DO TURVO","MG","06/2020","441","1853","4.20"
"312330","DORES DO TURVO","MG","11/2020","436","7804","17.90"
"312330","DORES DO TURVO","MG","02/2020","418","74070","177.20"
"312330","DORES DO TURVO","MG","03/2020","414","73924","178.56"
"312330","DORES DO TURVO","MG","01/2020","420","74387.00","177.11"
"312330","DORES DO TURVO","MG","04/2020","439","1855","4.23"
"312330","DORES DO TURVO","MG","05/2020","441","2031","4.61"
"312330","DORES DO TURVO","MG","12/2020","436","7894","18.11"
"312330","DORES DO TURVO","MG","10/2020","436","7804","17.90"
"312330","DORES DO TURVO","MG","07/2020","441","2031","4.61"
"312340","DORESÓPOLIS","MG","06/2020","105","1854","17.66"
"312340","DORESÓPOLIS","MG","05/2020","105","1943","18.50"
"312340","DORESÓPOLIS","MG","11/2020","105","2818","26.84"
"312340","DORESÓPOLIS","MG","10/2020","105","2818","26.84"
"312340","DORESÓPOLIS","MG","12/2020","105","2818","26.84"
"312340","DORESÓPOLIS","MG","09/2020","105","2606","24.82"
"312340","DORESÓPOLIS","MG","04/2020","104","1927","18.53"
"312340","DORESÓPOLIS","MG","02/2020","89","15387","172.89"
"312340","DORESÓPOLIS","MG","07/2020","105","1934","18.42"
"312340","DORESÓPOLIS","MG","01/2020","92","16511.00","179.47"
"312340","DORESÓPOLIS","MG","03/2020","84","14129","168.20"
"312340","DORESÓPOLIS","MG","08/2020","105","1893","18.03"
"312350","DOURADOQUARA","MG","12/2020","101","981","9.71"
"312350","DOURADOQUARA","MG","01/2020","93","15629.00","168.05"
"312350","DOURADOQUARA","MG","02/2020","92","15451","167.95"
"312350","DOURADOQUARA","MG","05/2020","101","247","2.45"
"312350","DOURADOQUARA","MG","06/2020","101","247","2.45"
"312350","DOURADOQUARA","MG","07/2020","101","247","2.45"
"312350","DOURADOQUARA","MG","08/2020","101","247","2.45"
"312350","DOURADOQUARA","MG","09/2020","101","799","7.91"
"312350","DOURADOQUARA","MG","04/2020","101","247","2.45"
"312350","DOURADOQUARA","MG","10/2020","101","799","7.91"
"312350","DOURADOQUARA","MG","03/2020","91","15209","167.13"
"312350","DOURADOQUARA","MG","11/2020","101","890","8.81"
"312352","DURANDÉ","MG","07/2020","867","1306","1.51"
"312352","DURANDÉ","MG","10/2020","866","4472","5.16"
"312352","DURANDÉ","MG","09/2020","866","4039","4.66"
"312352","DURANDÉ","MG","11/2020","866","4472","5.16"
"312352","DURANDÉ","MG","01/2020","869","127476.00","146.69"
"312352","DURANDÉ","MG","05/2020","867","1306","1.51"
"312352","DURANDÉ","MG","02/2020","871","128360","147.37"
"312352","DURANDÉ","MG","03/2020","867","128383","148.08"
"312352","DURANDÉ","MG","04/2020","866","1949","2.25"
"312352","DURANDÉ","MG","12/2020","866","4472","5.16"
"312352","DURANDÉ","MG","06/2020","867","1306","1.51"
"312352","DURANDÉ","MG","08/2020","867","1176","1.36"
"312360","ELÓI MENDES","MG","07/2020","823","10751","13.06"
"312360","ELÓI MENDES","MG","02/2020","784","133498","170.28"
"312360","ELÓI MENDES","MG","01/2020","790","136707.00","173.05"
"312360","ELÓI MENDES","MG","08/2020","823","10047","12.21"
"312360","ELÓI MENDES","MG","05/2020","823","10946","13.30"
"312360","ELÓI MENDES","MG","06/2020","823","10952","13.31"
"312360","ELÓI MENDES","MG","12/2020","825","34627","41.97"
"312360","ELÓI MENDES","MG","09/2020","825","30154","36.55"
"312360","ELÓI MENDES","MG","10/2020","825","30732","37.25"
"312360","ELÓI MENDES","MG","11/2020","825","31833","38.59"
"312360","ELÓI MENDES","MG","03/2020","800","137422","171.78"
"312360","ELÓI MENDES","MG","04/2020","827","11496","13.90"
"312370","ENGENHEIRO CALDAS","MG","05/2020","882","6369","7.22"
"312370","ENGENHEIRO CALDAS","MG","04/2020","883","7457","8.45"
"312370","ENGENHEIRO CALDAS","MG","03/2020","819","145865","178.10"
"312370","ENGENHEIRO CALDAS","MG","02/2020","741","129467","174.72"
"312370","ENGENHEIRO CALDAS","MG","01/2020","743","130526.00","175.67"
"312370","ENGENHEIRO CALDAS","MG","12/2020","880","21825","24.80"
"312370","ENGENHEIRO CALDAS","MG","11/2020","880","21144","24.03"
"312370","ENGENHEIRO CALDAS","MG","10/2020","880","20298","23.07"
"312370","ENGENHEIRO CALDAS","MG","09/2020","880","19855","22.56"
"312370","ENGENHEIRO CALDAS","MG","08/2020","882","8230","9.33"
"312370","ENGENHEIRO CALDAS","MG","07/2020","882","8410","9.54"
"312370","ENGENHEIRO CALDAS","MG","06/2020","882","6834","7.75"
"312380","ENGENHEIRO NAVARRO","MG","01/2020","1396","315433.00","225.95"
"312380","ENGENHEIRO NAVARRO","MG","08/2020","1327","15625","11.77"
"312380","ENGENHEIRO NAVARRO","MG","07/2020","1327","15546","11.72"
"312380","ENGENHEIRO NAVARRO","MG","10/2020","1326","55740","42.04"
"312380","ENGENHEIRO NAVARRO","MG","12/2020","1326","60491","45.62"
"312380","ENGENHEIRO NAVARRO","MG","06/2020","1327","14825","11.17"
"312380","ENGENHEIRO NAVARRO","MG","09/2020","1326","54122","40.82"
"312380","ENGENHEIRO NAVARRO","MG","11/2020","1326","57534","43.39"
"312380","ENGENHEIRO NAVARRO","MG","05/2020","1327","15213","11.46"
"312380","ENGENHEIRO NAVARRO","MG","04/2020","1328","16590","12.49"
"312380","ENGENHEIRO NAVARRO","MG","03/2020","1322","302367","228.72"
"312380","ENGENHEIRO NAVARRO","MG","02/2020","1396","315226","225.81"
"312385","ENTRE FOLHAS","MG","02/2020","502","72801","145.02"
"312385","ENTRE FOLHAS","MG","01/2020","504","72922.00","144.69"
"312385","ENTRE FOLHAS","MG","04/2020","536","1303","2.43"
"312385","ENTRE FOLHAS","MG","12/2020","535","3944","7.37"
"312385","ENTRE FOLHAS","MG","11/2020","535","3944","7.37"
"312385","ENTRE FOLHAS","MG","09/2020","535","3212","6.00"
"312385","ENTRE FOLHAS","MG","08/2020","536","698","1.30"
"312385","ENTRE FOLHAS","MG","10/2020","535","3691","6.90"
"312385","ENTRE FOLHAS","MG","07/2020","536","924","1.72"
"312385","ENTRE FOLHAS","MG","06/2020","536","787","1.47"
"312385","ENTRE FOLHAS","MG","05/2020","536","835","1.56"
"312385","ENTRE FOLHAS","MG","03/2020","488","71140","145.78"
"312390","ENTRE RIOS DE MINAS","MG","03/2020","689","114103","165.61"
"312390","ENTRE RIOS DE MINAS","MG","09/2020","702","17253","24.58"
"312390","ENTRE RIOS DE MINAS","MG","08/2020","705","4231","6.00"
"312390","ENTRE RIOS DE MINAS","MG","01/2020","668","108899.00","163.02"
"312390","ENTRE RIOS DE MINAS","MG","06/2020","705","4591","6.51"
"312390","ENTRE RIOS DE MINAS","MG","07/2020","705","4796","6.80"
"312390","ENTRE RIOS DE MINAS","MG","12/2020","702","20809","29.64"
"312390","ENTRE RIOS DE MINAS","MG","10/2020","702","18838","26.83"
"312390","ENTRE RIOS DE MINAS","MG","11/2020","702","18437","26.26"
"312390","ENTRE RIOS DE MINAS","MG","04/2020","705","4041","5.73"
"312390","ENTRE RIOS DE MINAS","MG","02/2020","664","108795","163.85"
"312390","ENTRE RIOS DE MINAS","MG","05/2020","705","3811","5.41"
"312400","ERVÁLIA","MG","10/2020","1288","12803","9.94"
"312400","ERVÁLIA","MG","01/2020","1104","136672.00","123.80"
"312400","ERVÁLIA","MG","02/2020","1102","136981","124.30"
"312400","ERVÁLIA","MG","03/2020","1261","154610","122.61"
"312400","ERVÁLIA","MG","04/2020","1306","8758","6.71"
"312400","ERVÁLIA","MG","05/2020","1298","7951","6.13"
"312400","ERVÁLIA","MG","06/2020","1298","8266","6.37"
"312400","ERVÁLIA","MG","07/2020","1298","8601","6.63"
"312400","ERVÁLIA","MG","08/2020","1298","8519","6.56"
"312400","ERVÁLIA","MG","09/2020","1288","12404","9.63"
"312400","ERVÁLIA","MG","11/2020","1288","13446","10.44"
"312400","ERVÁLIA","MG","12/2020","1288","14105","10.95"
"312410","ESMERALDAS","MG","02/2020","4905","913179","186.17"
"312410","ESMERALDAS","MG","07/2020","5535","54153","9.78"
"312410","ESMERALDAS","MG","12/2020","5509","168422","30.57"
"312410","ESMERALDAS","MG","11/2020","5509","159656","28.98"
"312410","ESMERALDAS","MG","10/2020","5509","153385","27.84"
"312410","ESMERALDAS","MG","09/2020","5509","145032","26.33"
"312410","ESMERALDAS","MG","01/2020","4913","916946.00","186.64"
"312410","ESMERALDAS","MG","03/2020","4742","894644","188.66"
"312410","ESMERALDAS","MG","04/2020","5536","57773","10.44"
"312410","ESMERALDAS","MG","08/2020","5535","52498","9.48"
"312410","ESMERALDAS","MG","06/2020","5535","51667","9.33"
"312410","ESMERALDAS","MG","05/2020","5535","51172","9.25"
"312420","ESPERA FELIZ","MG","12/2020","2005","22342","11.14"
"312420","ESPERA FELIZ","MG","11/2020","2005","21041","10.49"
"312420","ESPERA FELIZ","MG","10/2020","2005","20070","10.01"
"312420","ESPERA FELIZ","MG","08/2020","2009","7604","3.78"
"312420","ESPERA FELIZ","MG","06/2020","2009","8662","4.31"
"312420","ESPERA FELIZ","MG","05/2020","2008","11286","5.62"
"312420","ESPERA FELIZ","MG","09/2020","2005","19107","9.53"
"312420","ESPERA FELIZ","MG","04/2020","2000","6804","3.40"
"312420","ESPERA FELIZ","MG","03/2020","1780","270754","152.11"
"312420","ESPERA FELIZ","MG","02/2020","1825","276496","151.50"
"312420","ESPERA FELIZ","MG","01/2020","1835","281152.00","153.22"
"312420","ESPERA FELIZ","MG","07/2020","2009","7864","3.91"
"312430","ESPINOSA","MG","06/2020","4510","38821","8.61"
"312430","ESPINOSA","MG","01/2020","4178","765212.00","183.15"
"312430","ESPINOSA","MG","02/2020","4167","763498","183.22"
"312430","ESPINOSA","MG","03/2020","4047","751511","185.70"
"312430","ESPINOSA","MG","04/2020","4493","42188","9.39"
"312430","ESPINOSA","MG","05/2020","4509","43531","9.65"
"312430","ESPINOSA","MG","07/2020","4510","38774","8.60"
"312430","ESPINOSA","MG","08/2020","4510","36902","8.18"
"312430","ESPINOSA","MG","09/2020","4500","111685","24.82"
"312430","ESPINOSA","MG","12/2020","4500","125894","27.98"
"312430","ESPINOSA","MG","11/2020","4500","121397","26.98"
"312430","ESPINOSA","MG","10/2020","4500","118244","26.28"
"312440","ESPÍRITO SANTO DO DOURADO","MG","11/2020","364","1854","5.09"
"312440","ESPÍRITO SANTO DO DOURADO","MG","10/2020","364","1471","4.04"
"312440","ESPÍRITO SANTO DO DOURADO","MG","02/2020","373","42811","114.77"
"312440","ESPÍRITO SANTO DO DOURADO","MG","09/2020","364","1300","3.57"
"312440","ESPÍRITO SANTO DO DOURADO","MG","12/2020","364","2107","5.79"
"312440","ESPÍRITO SANTO DO DOURADO","MG","03/2020","361","42170","116.81"
"312440","ESPÍRITO SANTO DO DOURADO","MG","04/2020","364","1115","3.06"
"312440","ESPÍRITO SANTO DO DOURADO","MG","05/2020","364","732","2.01"
"312440","ESPÍRITO SANTO DO DOURADO","MG","01/2020","376","43988.00","116.99"
"312440","ESPÍRITO SANTO DO DOURADO","MG","06/2020","364","732","2.01"
"312440","ESPÍRITO SANTO DO DOURADO","MG","07/2020","364","732","2.01"
"312440","ESPÍRITO SANTO DO DOURADO","MG","08/2020","364","732","2.01"
"312450","ESTIVA","MG","03/2020","403","57717","143.22"
"312450","ESTIVA","MG","08/2020","486","2881","5.93"
"312450","ESTIVA","MG","12/2020","484","8604","17.78"
"312450","ESTIVA","MG","01/2020","417","58414.00","140.08"
"312450","ESTIVA","MG","02/2020","417","58806","141.02"
"312450","ESTIVA","MG","09/2020","484","6501","13.43"
"312450","ESTIVA","MG","04/2020","482","2540","5.27"
"312450","ESTIVA","MG","05/2020","485","3135","6.46"
"312450","ESTIVA","MG","06/2020","486","3141","6.46"
"312450","ESTIVA","MG","07/2020","486","2881","5.93"
"312450","ESTIVA","MG","10/2020","484","6845","14.14"
"312450","ESTIVA","MG","11/2020","484","7673","15.85"
"312460","ESTRELA DALVA","MG","09/2020","167","3498","20.95"
"312460","ESTRELA DALVA","MG","01/2020","153","30681.00","200.53"
"312460","ESTRELA DALVA","MG","02/2020","155","31417","202.69"
"312460","ESTRELA DALVA","MG","03/2020","151","30393","201.28"
"312460","ESTRELA DALVA","MG","10/2020","167","4125","24.70"
"312460","ESTRELA DALVA","MG","04/2020","168","479","2.85"
"312460","ESTRELA DALVA","MG","11/2020","167","4427","26.51"
"312460","ESTRELA DALVA","MG","05/2020","169","616","3.64"
"312460","ESTRELA DALVA","MG","06/2020","169","349","2.07"
"312460","ESTRELA DALVA","MG","07/2020","169","349","2.07"
"312460","ESTRELA DALVA","MG","12/2020","167","4648","27.83"
"312460","ESTRELA DALVA","MG","08/2020","169","349","2.07"
"312470","ESTRELA DO INDAIÁ","MG","02/2020","130","19870","152.85"
"312470","ESTRELA DO INDAIÁ","MG","03/2020","121","18558","153.37"
"312470","ESTRELA DO INDAIÁ","MG","09/2020","121","4343","35.89"
"312470","ESTRELA DO INDAIÁ","MG","01/2020","131","20050.00","153.05"
"312470","ESTRELA DO INDAIÁ","MG","04/2020","121","871","7.20"
"312470","ESTRELA DO INDAIÁ","MG","05/2020","121","734","6.07"
"312470","ESTRELA DO INDAIÁ","MG","07/2020","121","1483","12.26"
"312470","ESTRELA DO INDAIÁ","MG","08/2020","121","1312","10.84"
"312470","ESTRELA DO INDAIÁ","MG","10/2020","121","4742","39.19"
"312470","ESTRELA DO INDAIÁ","MG","11/2020","121","4872","40.26"
"312470","ESTRELA DO INDAIÁ","MG","06/2020","121","823","6.80"
"312470","ESTRELA DO INDAIÁ","MG","12/2020","121","4872","40.26"
"312480","ESTRELA DO SUL","MG","11/2020","391","27006","69.07"
"312480","ESTRELA DO SUL","MG","12/2020","391","26595","68.02"
"312480","ESTRELA DO SUL","MG","04/2020","392","10972","27.99"
"312480","ESTRELA DO SUL","MG","02/2020","367","70220","191.34"
"312480","ESTRELA DO SUL","MG","06/2020","391","8326","21.29"
"312480","ESTRELA DO SUL","MG","05/2020","391","8450","21.61"
"312480","ESTRELA DO SUL","MG","01/2020","369","70139.00","190.08"
"312480","ESTRELA DO SUL","MG","07/2020","391","8911","22.79"
"312480","ESTRELA DO SUL","MG","08/2020","391","8733","22.34"
"312480","ESTRELA DO SUL","MG","03/2020","344","65807","191.30"
"312480","ESTRELA DO SUL","MG","09/2020","391","22928","58.64"
"312480","ESTRELA DO SUL","MG","10/2020","391","26165","66.92"
"312490","EUGENÓPOLIS","MG","10/2020","865","16473","19.04"
"312490","EUGENÓPOLIS","MG","12/2020","865","19752","22.83"
"312490","EUGENÓPOLIS","MG","09/2020","865","15019","17.36"
"312490","EUGENÓPOLIS","MG","01/2020","774","134829.00","174.20"
"312490","EUGENÓPOLIS","MG","02/2020","773","134766","174.34"
"312490","EUGENÓPOLIS","MG","03/2020","749","131975","176.20"
"312490","EUGENÓPOLIS","MG","04/2020","867","4986","5.75"
"312490","EUGENÓPOLIS","MG","05/2020","867","4501","5.19"
"312490","EUGENÓPOLIS","MG","06/2020","867","4677","5.39"
"312490","EUGENÓPOLIS","MG","07/2020","867","4677","5.39"
"312490","EUGENÓPOLIS","MG","08/2020","867","4677","5.39"
"312490","EUGENÓPOLIS","MG","11/2020","865","17662","20.42"
"312500","EWBANK DA CÂMARA","MG","06/2020","464","6989","15.06"
"312500","EWBANK DA CÂMARA","MG","08/2020","464","8170","17.61"
"312500","EWBANK DA CÂMARA","MG","10/2020","463","23485","50.72"
"312500","EWBANK DA CÂMARA","MG","12/2020","463","25002","54.00"
"312500","EWBANK DA CÂMARA","MG","11/2020","463","23932","51.69"
"312500","EWBANK DA CÂMARA","MG","01/2020","481","106735.00","221.90"
"312500","EWBANK DA CÂMARA","MG","02/2020","482","107165","222.33"
"312500","EWBANK DA CÂMARA","MG","03/2020","453","103133","227.67"
"312500","EWBANK DA CÂMARA","MG","09/2020","463","21289","45.98"
"312500","EWBANK DA CÂMARA","MG","04/2020","462","8174","17.69"
"312500","EWBANK DA CÂMARA","MG","05/2020","464","7515","16.20"
"312500","EWBANK DA CÂMARA","MG","07/2020","464","8170","17.61"
"312510","EXTREMA","MG","09/2020","886","42587","48.07"
"312510","EXTREMA","MG","06/2020","892","23886","26.78"
"312510","EXTREMA","MG","02/2020","976","143385","146.91"
"312510","EXTREMA","MG","12/2020","886","59610","67.28"
"312510","EXTREMA","MG","11/2020","886","54261","61.24"
"312510","EXTREMA","MG","10/2020","886","49823","56.23"
"312510","EXTREMA","MG","08/2020","892","25378","28.45"
"312510","EXTREMA","MG","07/2020","892","25948","29.09"
"312510","EXTREMA","MG","05/2020","892","22619","25.36"
"312510","EXTREMA","MG","04/2020","893","26709","29.91"
"312510","EXTREMA","MG","03/2020","900","135846","150.94"
"312510","EXTREMA","MG","01/2020","983","145210.00","147.72"
"312520","FAMA","MG","05/2020","50","577","11.54"
"312520","FAMA","MG","09/2020","50","1309","26.18"
"312520","FAMA","MG","04/2020","49","707","14.43"
"312520","FAMA","MG","11/2020","50","1309","26.18"
"312520","FAMA","MG","03/2020","50","8252","165.04"
"312520","FAMA","MG","02/2020","53","8546","161.25"
"312520","FAMA","MG","12/2020","50","1309","26.18"
"312520","FAMA","MG","10/2020","50","1309","26.18"
"312520","FAMA","MG","01/2020","52","8327.00","160.13"
"312520","FAMA","MG","08/2020","50","707","14.14"
"312520","FAMA","MG","07/2020","50","707","14.14"
"312520","FAMA","MG","06/2020","50","577","11.54"
"312530","FARIA LEMOS","MG","04/2020","354","3198","9.03"
"312530","FARIA LEMOS","MG","12/2020","352","13574","38.56"
"312530","FARIA LEMOS","MG","11/2020","352","13216","37.55"
"312530","FARIA LEMOS","MG","05/2020","355","2800","7.89"
"312530","FARIA LEMOS","MG","08/2020","355","3570","10.06"
"312530","FARIA LEMOS","MG","10/2020","352","13216","37.55"
"312530","FARIA LEMOS","MG","09/2020","352","12006","34.11"
"312530","FARIA LEMOS","MG","06/2020","355","2800","7.89"
"312530","FARIA LEMOS","MG","03/2020","354","80638","227.79"
"312530","FARIA LEMOS","MG","01/2020","361","81568.00","225.95"
"312530","FARIA LEMOS","MG","07/2020","355","3570","10.06"
"312530","FARIA LEMOS","MG","02/2020","360","80366","223.24"
"312540","FELÍCIO DOS SANTOS","MG","06/2020","651","2269","3.49"
"312540","FELÍCIO DOS SANTOS","MG","01/2020","579","87796.00","151.63"
"312540","FELÍCIO DOS SANTOS","MG","02/2020","579","87623","151.34"
"312540","FELÍCIO DOS SANTOS","MG","03/2020","575","87500","152.17"
"312540","FELÍCIO DOS SANTOS","MG","04/2020","651","2577","3.96"
"312540","FELÍCIO DOS SANTOS","MG","05/2020","651","2091","3.21"
"312540","FELÍCIO DOS SANTOS","MG","07/2020","651","2269","3.49"
"312540","FELÍCIO DOS SANTOS","MG","08/2020","651","2269","3.49"
"312540","FELÍCIO DOS SANTOS","MG","09/2020","648","8285","12.79"
"312540","FELÍCIO DOS SANTOS","MG","10/2020","648","8798","13.58"
"312540","FELÍCIO DOS SANTOS","MG","11/2020","648","9202","14.20"
"312540","FELÍCIO DOS SANTOS","MG","12/2020","648","9896","15.27"
"312550","SÃO GONÇALO DO RIO PRETO","MG","11/2020","351","12268","34.95"
"312550","SÃO GONÇALO DO RIO PRETO","MG","10/2020","351","11307","32.21"
"312550","SÃO GONÇALO DO RIO PRETO","MG","09/2020","351","11009","31.36"
"312550","SÃO GONÇALO DO RIO PRETO","MG","08/2020","353","7058","19.99"
"312550","SÃO GONÇALO DO RIO PRETO","MG","03/2020","320","66055","206.42"
"312550","SÃO GONÇALO DO RIO PRETO","MG","07/2020","353","4066","11.52"
"312550","SÃO GONÇALO DO RIO PRETO","MG","01/2020","329","67429.00","204.95"
"312550","SÃO GONÇALO DO RIO PRETO","MG","06/2020","353","3936","11.15"
"312550","SÃO GONÇALO DO RIO PRETO","MG","04/2020","352","4205","11.95"
"312550","SÃO GONÇALO DO RIO PRETO","MG","05/2020","353","3936","11.15"
"312550","SÃO GONÇALO DO RIO PRETO","MG","02/2020","328","67666","206.30"
"312550","SÃO GONÇALO DO RIO PRETO","MG","12/2020","351","12448","35.46"
"312560","FELISBURGO","MG","08/2020","1160","3865","3.33"
"312560","FELISBURGO","MG","10/2020","1156","37389","32.34"
"312560","FELISBURGO","MG","01/2020","1138","268555.00","235.99"
"312560","FELISBURGO","MG","02/2020","1137","267556","235.32"
"312560","FELISBURGO","MG","03/2020","1118","263605","235.78"
"312560","FELISBURGO","MG","04/2020","1158","4339","3.75"
"312560","FELISBURGO","MG","05/2020","1160","3342","2.88"
"312560","FELISBURGO","MG","06/2020","1160","2628","2.27"
"312560","FELISBURGO","MG","07/2020","1160","3776","3.26"
"312560","FELISBURGO","MG","09/2020","1156","34271","29.65"
"312560","FELISBURGO","MG","11/2020","1156","37619","32.54"
"312560","FELISBURGO","MG","12/2020","1156","40470","35.01"
"312570","FELIXLÂNDIA","MG","07/2020","929","6855","7.38"
"312570","FELIXLÂNDIA","MG","01/2020","850","124558.00","146.54"
"312570","FELIXLÂNDIA","MG","11/2020","927","19075","20.58"
"312570","FELIXLÂNDIA","MG","02/2020","850","124763","146.78"
"312570","FELIXLÂNDIA","MG","12/2020","927","19645","21.19"
"312570","FELIXLÂNDIA","MG","10/2020","927","17872","19.28"
"312570","FELIXLÂNDIA","MG","05/2020","929","7233","7.79"
"312570","FELIXLÂNDIA","MG","09/2020","927","16612","17.92"
"312570","FELIXLÂNDIA","MG","08/2020","929","6684","7.19"
"312570","FELIXLÂNDIA","MG","06/2020","929","7149","7.70"
"312570","FELIXLÂNDIA","MG","04/2020","932","8365","8.98"
"312570","FELIXLÂNDIA","MG","03/2020","879","131213","149.28"
"312580","FERNANDES TOURINHO","MG","02/2020","212","39292","185.34"
"312580","FERNANDES TOURINHO","MG","04/2020","243","1618","6.66"
"312580","FERNANDES TOURINHO","MG","08/2020","242","2213","9.14"
"312580","FERNANDES TOURINHO","MG","01/2020","214","39431.00","184.26"
"312580","FERNANDES TOURINHO","MG","07/2020","242","2213","9.14"
"312580","FERNANDES TOURINHO","MG","11/2020","242","8929","36.90"
"312580","FERNANDES TOURINHO","MG","06/2020","242","1732","7.16"
"312580","FERNANDES TOURINHO","MG","12/2020","242","9555","39.48"
"312580","FERNANDES TOURINHO","MG","05/2020","242","1349","5.57"
"312580","FERNANDES TOURINHO","MG","10/2020","242","8751","36.16"
"312580","FERNANDES TOURINHO","MG","03/2020","236","42670","180.81"
"312580","FERNANDES TOURINHO","MG","09/2020","242","8223","33.98"
"312590","FERROS","MG","02/2020","785","121068","154.23"
"312590","FERROS","MG","12/2020","844","8508","10.08"
"312590","FERROS","MG","11/2020","844","8198","9.71"
"312590","FERROS","MG","10/2020","844","8013","9.49"
"312590","FERROS","MG","09/2020","844","7435","8.81"
"312590","FERROS","MG","08/2020","844","2672","3.17"
"312590","FERROS","MG","07/2020","844","2672","3.17"
"312590","FERROS","MG","06/2020","844","2362","2.80"
"312590","FERROS","MG","01/2020","787","121237.00","154.05"
"312590","FERROS","MG","05/2020","844","2225","2.64"
"312590","FERROS","MG","03/2020","840","128522","153.00"
"312590","FERROS","MG","04/2020","843","2348","2.79"
"312595","FERVEDOURO","MG","07/2020","1062","3340","3.15"
"312595","FERVEDOURO","MG","02/2020","964","156601","162.45"
"312595","FERVEDOURO","MG","10/2020","1066","8390","7.87"
"312595","FERVEDOURO","MG","03/2020","1042","167188","160.45"
"312595","FERVEDOURO","MG","05/2020","1061","3301","3.11"
"312595","FERVEDOURO","MG","06/2020","1062","3655","3.44"
"312595","FERVEDOURO","MG","12/2020","1066","8828","8.28"
"312595","FERVEDOURO","MG","04/2020","1058","3951","3.73"
"312595","FERVEDOURO","MG","11/2020","1066","8650","8.11"
"312595","FERVEDOURO","MG","08/2020","1062","2619","2.47"
"312595","FERVEDOURO","MG","09/2020","1066","8082","7.58"
