"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"120001","ACRELÂNDIA","AC","11/2020","1785","45396","25.43"
"120001","ACRELÂNDIA","AC","07/2020","1791","10516","5.87"
"120001","ACRELÂNDIA","AC","04/2020","1786","10286","5.76"
"120001","ACRELÂNDIA","AC","09/2020","1785","40567","22.73"
"120001","ACRELÂNDIA","AC","01/2020","1610","301157.00","187.05"
"120001","ACRELÂNDIA","AC","02/2020","1607","299777","186.54"
"120001","ACRELÂNDIA","AC","03/2020","1576","296071","187.86"
"120001","ACRELÂNDIA","AC","05/2020","1791","10651","5.95"
"120001","ACRELÂNDIA","AC","06/2020","1791","9905","5.53"
"120001","ACRELÂNDIA","AC","08/2020","1791","10516","5.87"
"120001","ACRELÂNDIA","AC","10/2020","1785","43902","24.59"
"120001","ACRELÂNDIA","AC","12/2020","1785","47045","26.36"
"120005","ASSIS BRASIL","AC","12/2020","1413","162752","115.18"
"120005","ASSIS BRASIL","AC","01/2020","1416","445651.00","314.73"
"120005","ASSIS BRASIL","AC","02/2020","1414","444936","314.66"
"120005","ASSIS BRASIL","AC","03/2020","1406","446166","317.33"
"120005","ASSIS BRASIL","AC","04/2020","1409","9567","6.79"
"120005","ASSIS BRASIL","AC","06/2020","1414","9139","6.46"
"120005","ASSIS BRASIL","AC","07/2020","1414","8426","5.96"
"120005","ASSIS BRASIL","AC","08/2020","1414","8426","5.96"
"120005","ASSIS BRASIL","AC","09/2020","1413","152005","107.58"
"120005","ASSIS BRASIL","AC","11/2020","1413","157161","111.23"
"120005","ASSIS BRASIL","AC","10/2020","1413","155274","109.89"
"120005","ASSIS BRASIL","AC","05/2020","1413","9830","6.96"
"120010","BRASILÉIA","AC","02/2020","3120","619749","198.64"
"120010","BRASILÉIA","AC","04/2020","3325","16043","4.82"
"120010","BRASILÉIA","AC","12/2020","3341","96976","29.03"
"120010","BRASILÉIA","AC","10/2020","3341","78058","23.36"
"120010","BRASILÉIA","AC","09/2020","3341","72103","21.58"
"120010","BRASILÉIA","AC","11/2020","3341","82048","24.56"
"120010","BRASILÉIA","AC","08/2020","3340","15496","4.64"
"120010","BRASILÉIA","AC","06/2020","3340","16145","4.83"
"120010","BRASILÉIA","AC","07/2020","3340","15796","4.73"
"120010","BRASILÉIA","AC","05/2020","3335","15138","4.54"
"120010","BRASILÉIA","AC","01/2020","3114","616559.00","198.00"
"120010","BRASILÉIA","AC","03/2020","3077","616216","200.27"
"120013","BUJARI","AC","05/2020","1363","15462","11.34"
"120013","BUJARI","AC","07/2020","1363","13986","10.26"
"120013","BUJARI","AC","01/2020","1388","305050.00","219.78"
"120013","BUJARI","AC","02/2020","1386","303250","218.80"
"120013","BUJARI","AC","03/2020","1362","300726","220.80"
"120013","BUJARI","AC","04/2020","1362","15383","11.29"
"120013","BUJARI","AC","06/2020","1363","14539","10.67"
"120013","BUJARI","AC","08/2020","1363","13856","10.17"
"120013","BUJARI","AC","09/2020","1363","56764","41.65"
"120013","BUJARI","AC","10/2020","1363","60143","44.13"
"120013","BUJARI","AC","11/2020","1363","61567","45.17"
"120013","BUJARI","AC","12/2020","1363","64389","47.24"
"120017","CAPIXABA","AC","03/2020","1418","316763","223.39"
"120017","CAPIXABA","AC","06/2020","1400","5650","4.04"
"120017","CAPIXABA","AC","05/2020","1400","6049","4.32"
"120017","CAPIXABA","AC","04/2020","1409","7540","5.35"
"120017","CAPIXABA","AC","10/2020","1383","42464","30.70"
"120017","CAPIXABA","AC","11/2020","1383","43648","31.56"
"120017","CAPIXABA","AC","08/2020","1400","5358","3.83"
"120017","CAPIXABA","AC","09/2020","1383","38886","28.12"
"120017","CAPIXABA","AC","12/2020","1383","44999","32.54"
"120017","CAPIXABA","AC","01/2020","1482","325687.00","219.76"
"120017","CAPIXABA","AC","07/2020","1400","5358","3.83"
"120017","CAPIXABA","AC","02/2020","1478","323101","218.61"
"120020","CRUZEIRO DO SUL","AC","07/2020","10317","50960","4.94"
"120020","CRUZEIRO DO SUL","AC","08/2020","10317","50076","4.85"
"120020","CRUZEIRO DO SUL","AC","01/2020","10447","3354150.00","321.06"
"120020","CRUZEIRO DO SUL","AC","11/2020","10303","968193","93.97"
"120020","CRUZEIRO DO SUL","AC","12/2020","10313","1026147","99.50"
"120020","CRUZEIRO DO SUL","AC","10/2020","10316","958224","92.89"
"120020","CRUZEIRO DO SUL","AC","02/2020","10457","3359179","321.24"
"120020","CRUZEIRO DO SUL","AC","03/2020","10328","3342543","323.64"
"120020","CRUZEIRO DO SUL","AC","04/2020","10305","70999","6.89"
"120020","CRUZEIRO DO SUL","AC","05/2020","10317","50622","4.91"
"120020","CRUZEIRO DO SUL","AC","06/2020","10317","48643","4.71"
"120020","CRUZEIRO DO SUL","AC","09/2020","10316","926602","89.82"
"120025","EPITACIOLÂNDIA","AC","02/2020","1751","354847","202.65"
"120025","EPITACIOLÂNDIA","AC","12/2020","1938","41174","21.25"
"120025","EPITACIOLÂNDIA","AC","01/2020","1752","355070.00","202.67"
"120025","EPITACIOLÂNDIA","AC","03/2020","1740","355820","204.49"
"120025","EPITACIOLÂNDIA","AC","05/2020","1938","6095","3.14"
"120025","EPITACIOLÂNDIA","AC","06/2020","1938","5506","2.84"
"120025","EPITACIOLÂNDIA","AC","07/2020","1938","7917","4.09"
"120025","EPITACIOLÂNDIA","AC","08/2020","1938","7917","4.09"
"120025","EPITACIOLÂNDIA","AC","09/2020","1938","34419","17.76"
"120025","EPITACIOLÂNDIA","AC","04/2020","1938","6556","3.38"
"120025","EPITACIOLÂNDIA","AC","10/2020","1938","36170","18.66"
"120025","EPITACIOLÂNDIA","AC","11/2020","1938","37048","19.12"
"120030","FEIJÓ","AC","02/2020","4702","1414229","300.77"
"120030","FEIJÓ","AC","01/2020","4718","1418405.00","300.64"
"120030","FEIJÓ","AC","09/2020","4919","330073","67.10"
"120030","FEIJÓ","AC","11/2020","4919","344179","69.97"
"120030","FEIJÓ","AC","12/2020","4919","358143","72.81"
"120030","FEIJÓ","AC","10/2020","4919","339383","68.99"
"120030","FEIJÓ","AC","08/2020","4925","17769","3.61"
"120030","FEIJÓ","AC","06/2020","4925","18381","3.73"
"120030","FEIJÓ","AC","05/2020","4925","20417","4.15"
"120030","FEIJÓ","AC","04/2020","4920","20165","4.10"
"120030","FEIJÓ","AC","03/2020","4657","1405023","301.70"
"120030","FEIJÓ","AC","07/2020","4925","17899","3.63"
"120032","JORDÃO","AC","06/2020","1321","3110","2.35"
"120032","JORDÃO","AC","10/2020","1328","225751","169.99"
"120032","JORDÃO","AC","01/2020","1325","500257.00","377.55"
"120032","JORDÃO","AC","02/2020","1320","502040","380.33"
"120032","JORDÃO","AC","04/2020","1317","4798","3.64"
"120032","JORDÃO","AC","05/2020","1321","3892","2.95"
"120032","JORDÃO","AC","07/2020","1321","3829","2.90"
"120032","JORDÃO","AC","08/2020","1321","3829","2.90"
"120032","JORDÃO","AC","09/2020","1328","219237","165.09"
"120032","JORDÃO","AC","11/2020","1328","225839","170.06"
"120032","JORDÃO","AC","12/2020","1328","225928","170.13"
"120032","JORDÃO","AC","03/2020","1317","504191","382.83"
"120033","MÂNCIO LIMA","AC","10/2020","3218","313375","97.38"
"120033","MÂNCIO LIMA","AC","11/2020","3218","317576","98.69"
"120033","MÂNCIO LIMA","AC","12/2020","3218","393800","122.37"
"120033","MÂNCIO LIMA","AC","03/2020","3189","1079498","338.51"
"120033","MÂNCIO LIMA","AC","04/2020","3201","23343","7.29"
"120033","MÂNCIO LIMA","AC","05/2020","3214","12550","3.90"
"120033","MÂNCIO LIMA","AC","02/2020","3233","1086865","336.18"
"120033","MÂNCIO LIMA","AC","01/2020","3228","1084338.00","335.92"
"120033","MÂNCIO LIMA","AC","08/2020","3214","11346","3.53"
"120033","MÂNCIO LIMA","AC","06/2020","3214","10369","3.23"
"120033","MÂNCIO LIMA","AC","07/2020","3214","11346","3.53"
"120033","MÂNCIO LIMA","AC","09/2020","3218","301367","93.65"
"120034","MANOEL URBANO","AC","09/2020","1727","195319","113.10"
"120034","MANOEL URBANO","AC","12/2020","1727","210289","121.77"
"120034","MANOEL URBANO","AC","10/2020","1727","205063","118.74"
"120034","MANOEL URBANO","AC","01/2020","1738","587040.00","337.77"
"120034","MANOEL URBANO","AC","02/2020","1734","583837","336.70"
"120034","MANOEL URBANO","AC","03/2020","1714","583614","340.50"
"120034","MANOEL URBANO","AC","04/2020","1722","10090","5.86"
"120034","MANOEL URBANO","AC","05/2020","1727","7103","4.11"
"120034","MANOEL URBANO","AC","06/2020","1727","5861","3.39"
"120034","MANOEL URBANO","AC","07/2020","1727","6485","3.76"
"120034","MANOEL URBANO","AC","08/2020","1727","6706","3.88"
"120034","MANOEL URBANO","AC","11/2020","1727","208525","120.74"
"120035","MARECHAL THAUMATURGO","AC","12/2020","2774","302299","108.98"
"120035","MARECHAL THAUMATURGO","AC","05/2020","2770","6596","2.38"
"120035","MARECHAL THAUMATURGO","AC","01/2020","2757","858146.00","311.26"
"120035","MARECHAL THAUMATURGO","AC","02/2020","2754","866740","314.72"
"120035","MARECHAL THAUMATURGO","AC","03/2020","2745","869817","316.87"
"120035","MARECHAL THAUMATURGO","AC","04/2020","2766","10765","3.89"
"120035","MARECHAL THAUMATURGO","AC","06/2020","2770","6067","2.19"
"120035","MARECHAL THAUMATURGO","AC","07/2020","2770","7869","2.84"
"120035","MARECHAL THAUMATURGO","AC","08/2020","2770","7870","2.84"
"120035","MARECHAL THAUMATURGO","AC","09/2020","2774","285746","103.01"
"120035","MARECHAL THAUMATURGO","AC","10/2020","2774","291224","104.98"
"120035","MARECHAL THAUMATURGO","AC","11/2020","2774","294230","106.07"
"120038","PLÁCIDO DE CASTRO","AC","12/2020","1626","27760","17.07"
"120038","PLÁCIDO DE CASTRO","AC","02/2020","1495","261057","174.62"
"120038","PLÁCIDO DE CASTRO","AC","03/2020","1627","280972","172.69"
"120038","PLÁCIDO DE CASTRO","AC","04/2020","1632","6412","3.93"
"120038","PLÁCIDO DE CASTRO","AC","05/2020","1631","5466","3.35"
"120038","PLÁCIDO DE CASTRO","AC","07/2020","1631","4962","3.04"
"120038","PLÁCIDO DE CASTRO","AC","08/2020","1631","4921","3.02"
"120038","PLÁCIDO DE CASTRO","AC","09/2020","1626","20267","12.46"
"120038","PLÁCIDO DE CASTRO","AC","10/2020","1626","21934","13.49"
"120038","PLÁCIDO DE CASTRO","AC","11/2020","1626","23708","14.58"
"120038","PLÁCIDO DE CASTRO","AC","06/2020","1631","5012","3.07"
"120038","PLÁCIDO DE CASTRO","AC","01/2020","1500","263177.00","175.45"
"120039","PORTO WALTER","AC","06/2020","1501","6353","4.23"
"120039","PORTO WALTER","AC","07/2020","1501","6672","4.45"
"120039","PORTO WALTER","AC","08/2020","1501","6672","4.45"
"120039","PORTO WALTER","AC","09/2020","1502","169540","112.88"
"120039","PORTO WALTER","AC","10/2020","1502","173862","115.75"
"120039","PORTO WALTER","AC","11/2020","1502","178115","118.59"
"120039","PORTO WALTER","AC","12/2020","1502","179672","119.62"
"120039","PORTO WALTER","AC","02/2020","1511","496711","328.73"
"120039","PORTO WALTER","AC","01/2020","1514","501557.00","331.28"
"120039","PORTO WALTER","AC","03/2020","1497","498262","332.84"
"120039","PORTO WALTER","AC","04/2020","1497","10877","7.27"
"120039","PORTO WALTER","AC","05/2020","1501","6323","4.21"
"120040","RIO BRANCO","AC","07/2020","25556","204213","7.99"
"120040","RIO BRANCO","AC","09/2020","25505","827796","32.46"
"120040","RIO BRANCO","AC","10/2020","25505","904367","35.46"
"120040","RIO BRANCO","AC","11/2020","25493","948588","37.21"
"120040","RIO BRANCO","AC","12/2020","25493","988692","38.78"
"120040","RIO BRANCO","AC","02/2020","22137","5087425","229.82"
"120040","RIO BRANCO","AC","08/2020","25555","199182","7.79"
"120040","RIO BRANCO","AC","01/2020","22146","5086592.00","229.68"
"120040","RIO BRANCO","AC","03/2020","21677","5024626","231.80"
"120040","RIO BRANCO","AC","04/2020","25572","203293","7.95"
"120040","RIO BRANCO","AC","05/2020","25556","184176","7.21"
"120040","RIO BRANCO","AC","06/2020","25556","182024","7.12"
"120042","RODRIGUES ALVES","AC","08/2020","2574","8914","3.46"
"120042","RODRIGUES ALVES","AC","09/2020","2570","203690","79.26"
"120042","RODRIGUES ALVES","AC","11/2020","2570","215518","83.86"
"120042","RODRIGUES ALVES","AC","12/2020","2570","254935","99.20"
"120042","RODRIGUES ALVES","AC","10/2020","2570","213552","83.09"
"120042","RODRIGUES ALVES","AC","01/2020","2423","741840.00","306.17"
"120042","RODRIGUES ALVES","AC","02/2020","2421","740981","306.06"
"120042","RODRIGUES ALVES","AC","03/2020","2387","738286","309.29"
"120042","RODRIGUES ALVES","AC","04/2020","2578","16733","6.49"
"120042","RODRIGUES ALVES","AC","05/2020","2572","11231","4.37"
"120042","RODRIGUES ALVES","AC","06/2020","2574","10683","4.15"
"120042","RODRIGUES ALVES","AC","07/2020","2574","8955","3.48"
"120043","SANTA ROSA DO PURUS","AC","09/2020","1127","208694","185.18"
"120043","SANTA ROSA DO PURUS","AC","05/2020","1125","10627","9.45"
"120043","SANTA ROSA DO PURUS","AC","01/2020","1125","431104.00","383.20"
"120043","SANTA ROSA DO PURUS","AC","02/2020","1127","430843","382.29"
"120043","SANTA ROSA DO PURUS","AC","03/2020","1116","420313","376.62"
"120043","SANTA ROSA DO PURUS","AC","04/2020","1123","11151","9.93"
"120043","SANTA ROSA DO PURUS","AC","06/2020","1126","10162","9.02"
"120043","SANTA ROSA DO PURUS","AC","07/2020","1126","12418","11.03"
"120043","SANTA ROSA DO PURUS","AC","08/2020","1126","12418","11.03"
"120043","SANTA ROSA DO PURUS","AC","11/2020","1127","213678","189.60"
"120043","SANTA ROSA DO PURUS","AC","12/2020","1127","214783","190.58"
"120043","SANTA ROSA DO PURUS","AC","10/2020","1127","213679","189.60"
"120045","SENADOR GUIOMARD","AC","06/2020","4051","31836","7.86"
"120045","SENADOR GUIOMARD","AC","10/2020","4047","189948","46.94"
"120045","SENADOR GUIOMARD","AC","05/2020","4051","34833","8.60"
"120045","SENADOR GUIOMARD","AC","09/2020","4047","178534","44.12"
"120045","SENADOR GUIOMARD","AC","04/2020","4047","34307","8.48"
"120045","SENADOR GUIOMARD","AC","11/2020","4047","194953","48.17"
"120045","SENADOR GUIOMARD","AC","12/2020","4047","200999","49.67"
"120045","SENADOR GUIOMARD","AC","01/2020","4200","1043008.00","248.34"
"120045","SENADOR GUIOMARD","AC","02/2020","4192","1039779","248.04"
"120045","SENADOR GUIOMARD","AC","07/2020","4051","40083","9.89"
"120045","SENADOR GUIOMARD","AC","08/2020","4051","40086","9.90"
"120045","SENADOR GUIOMARD","AC","03/2020","4048","1015866","250.96"
"120050","SENA MADUREIRA","AC","06/2020","6869","25218","3.67"
"120050","SENA MADUREIRA","AC","12/2020","6869","542397","78.96"
"120050","SENA MADUREIRA","AC","11/2020","6869","482485","70.24"
"120050","SENA MADUREIRA","AC","10/2020","6869","475871","69.28"
"120050","SENA MADUREIRA","AC","08/2020","6869","26914","3.92"
"120050","SENA MADUREIRA","AC","07/2020","6869","26734","3.89"
"120050","SENA MADUREIRA","AC","05/2020","6868","26498","3.86"
"120050","SENA MADUREIRA","AC","01/2020","6917","2001944.00","289.42"
"120050","SENA MADUREIRA","AC","02/2020","6910","2004327","290.06"
"120050","SENA MADUREIRA","AC","03/2020","6835","1999395","292.52"
"120050","SENA MADUREIRA","AC","09/2020","6869","450669","65.61"
"120050","SENA MADUREIRA","AC","04/2020","6856","36191","5.28"
"120060","TARAUACÁ","AC","01/2020","7360","2552568.00","346.82"
"120060","TARAUACÁ","AC","09/2020","7266","862668","118.73"
"120060","TARAUACÁ","AC","02/2020","7352","2554356","347.44"
"120060","TARAUACÁ","AC","03/2020","7244","2548998","351.88"
"120060","TARAUACÁ","AC","04/2020","7250","54227","7.48"
"120060","TARAUACÁ","AC","05/2020","7261","49172","6.77"
"120060","TARAUACÁ","AC","07/2020","7261","46440","6.40"
"120060","TARAUACÁ","AC","08/2020","7261","46269","6.37"
"120060","TARAUACÁ","AC","10/2020","7266","882053","121.39"
"120060","TARAUACÁ","AC","11/2020","7266","891249","122.66"
"120060","TARAUACÁ","AC","12/2020","7266","913561","125.73"
"120060","TARAUACÁ","AC","06/2020","7261","47525","6.55"
"120070","XAPURI","AC","11/2020","2090","36961","17.68"
"120070","XAPURI","AC","10/2020","2090","34965","16.73"
"120070","XAPURI","AC","07/2020","2090","6018","2.88"
"120070","XAPURI","AC","06/2020","2090","5496","2.63"
"120070","XAPURI","AC","05/2020","2090","6187","2.96"
"120070","XAPURI","AC","04/2020","2090","7065","3.38"
"120070","XAPURI","AC","03/2020","1939","388364","200.29"
"120070","XAPURI","AC","02/2020","1971","393411","199.60"
"120070","XAPURI","AC","01/2020","1973","393504.00","199.44"
"120070","XAPURI","AC","08/2020","2090","5819","2.78"
"120070","XAPURI","AC","09/2020","2090","32412","15.51"
"120070","XAPURI","AC","12/2020","2090","38028","18.20"
"120080","PORTO ACRE","AC","12/2020","2645","91945","34.76"
"120080","PORTO ACRE","AC","01/2020","2660","584364.00","219.69"
"120080","PORTO ACRE","AC","02/2020","2663","585583","219.90"
"120080","PORTO ACRE","AC","03/2020","2611","580113","222.18"
"120080","PORTO ACRE","AC","04/2020","2626","10317","3.93"
"120080","PORTO ACRE","AC","05/2020","2634","11385","4.32"
"120080","PORTO ACRE","AC","06/2020","2636","9682","3.67"
"120080","PORTO ACRE","AC","07/2020","2636","10114","3.84"
"120080","PORTO ACRE","AC","08/2020","2636","9984","3.79"
"120080","PORTO ACRE","AC","09/2020","2645","80845","30.57"
"120080","PORTO ACRE","AC","10/2020","2645","84755","32.04"
"120080","PORTO ACRE","AC","11/2020","2645","86645","32.76"
"270010","ÁGUA BRANCA","AL","06/2020","2971","12891","4.34"
"270010","ÁGUA BRANCA","AL","07/2020","2971","13159","4.43"
"270010","ÁGUA BRANCA","AL","08/2020","2971","13339","4.49"
"270010","ÁGUA BRANCA","AL","09/2020","2969","202935","68.35"
"270010","ÁGUA BRANCA","AL","12/2020","2969","229554","77.32"
"270010","ÁGUA BRANCA","AL","03/2020","2786","842133","302.27"
"270010","ÁGUA BRANCA","AL","11/2020","2969","225494","75.95"
"270010","ÁGUA BRANCA","AL","05/2020","2971","15145","5.10"
"270010","ÁGUA BRANCA","AL","10/2020","2969","213511","71.91"
"270010","ÁGUA BRANCA","AL","04/2020","2964","12477","4.21"
"270010","ÁGUA BRANCA","AL","01/2020","2828","849538.00","300.40"
"270010","ÁGUA BRANCA","AL","02/2020","2830","849644","300.23"
"270020","ANADIA","AL","11/2020","2793","69260","24.80"
"270020","ANADIA","AL","03/2020","2538","450059","177.33"
"270020","ANADIA","AL","04/2020","2798","14389","5.14"
"270020","ANADIA","AL","05/2020","2796","12668","4.53"
"270020","ANADIA","AL","09/2020","2793","58825","21.06"
"270020","ANADIA","AL","10/2020","2793","63504","22.74"
"270020","ANADIA","AL","07/2020","2800","13207","4.72"
"270020","ANADIA","AL","02/2020","2593","454150","175.14"
"270020","ANADIA","AL","12/2020","2793","73519","26.32"
"270020","ANADIA","AL","08/2020","2800","13036","4.66"
"270020","ANADIA","AL","01/2020","2601","456387.00","175.47"
"270020","ANADIA","AL","06/2020","2800","14935","5.33"
"270030","ARAPIRACA","AL","02/2020","18186","3388062","186.30"
"270030","ARAPIRACA","AL","12/2020","19876","337452","16.98"
"270030","ARAPIRACA","AL","11/2020","19876","328024","16.50"
"270030","ARAPIRACA","AL","10/2020","19876","316751","15.94"
"270030","ARAPIRACA","AL","08/2020","19802","86812","4.38"
"270030","ARAPIRACA","AL","07/2020","19802","87621","4.42"
"270030","ARAPIRACA","AL","06/2020","19802","81832","4.13"
"270030","ARAPIRACA","AL","05/2020","19802","83697","4.23"
"270030","ARAPIRACA","AL","04/2020","19803","89683","4.53"
"270030","ARAPIRACA","AL","03/2020","18023","3366633","186.80"
"270030","ARAPIRACA","AL","01/2020","18132","3398648.00","187.44"
"270030","ARAPIRACA","AL","09/2020","19876","300693","15.13"
"270040","ATALAIA","AL","12/2020","7642","239566","31.35"
"270040","ATALAIA","AL","09/2020","7642","196513","25.71"
"270040","ATALAIA","AL","04/2020","7655","41905","5.47"
"270040","ATALAIA","AL","10/2020","7642","211123","27.63"
"270040","ATALAIA","AL","01/2020","7375","1368933.00","185.62"
"270040","ATALAIA","AL","02/2020","7372","1368154","185.59"
"270040","ATALAIA","AL","03/2020","7249","1356487","187.13"
"270040","ATALAIA","AL","05/2020","7654","39075","5.11"
"270040","ATALAIA","AL","06/2020","7655","36650","4.79"
"270040","ATALAIA","AL","07/2020","7655","36313","4.74"
"270040","ATALAIA","AL","08/2020","7655","36048","4.71"
"270040","ATALAIA","AL","11/2020","7642","232102","30.37"
"270050","BARRA DE SANTO ANTÔNIO","AL","12/2020","3768","107142","28.43"
"270050","BARRA DE SANTO ANTÔNIO","AL","08/2020","3772","17760","4.71"
"270050","BARRA DE SANTO ANTÔNIO","AL","07/2020","3772","19039","5.05"
"270050","BARRA DE SANTO ANTÔNIO","AL","05/2020","3771","20190","5.35"
"270050","BARRA DE SANTO ANTÔNIO","AL","04/2020","3771","27460","7.28"
"270050","BARRA DE SANTO ANTÔNIO","AL","02/2020","3841","701426","182.62"
"270050","BARRA DE SANTO ANTÔNIO","AL","01/2020","3837","699295.00","182.25"
"270050","BARRA DE SANTO ANTÔNIO","AL","10/2020","3768","100559","26.69"
"270050","BARRA DE SANTO ANTÔNIO","AL","03/2020","3765","691135","183.57"
"270050","BARRA DE SANTO ANTÔNIO","AL","06/2020","3772","19736","5.23"
"270050","BARRA DE SANTO ANTÔNIO","AL","11/2020","3768","104793","27.81"
"270050","BARRA DE SANTO ANTÔNIO","AL","09/2020","3768","89413","23.73"
"270060","BARRA DE SÃO MIGUEL","AL","06/2020","1228","18631","15.17"
"270060","BARRA DE SÃO MIGUEL","AL","10/2020","1227","42626","34.74"
"270060","BARRA DE SÃO MIGUEL","AL","08/2020","1228","17639","14.36"
"270060","BARRA DE SÃO MIGUEL","AL","11/2020","1227","43882","35.76"
"270060","BARRA DE SÃO MIGUEL","AL","12/2020","1227","44420","36.20"
"270060","BARRA DE SÃO MIGUEL","AL","04/2020","1213","20216","16.67"
"270060","BARRA DE SÃO MIGUEL","AL","01/2020","1221","252000.00","206.39"
"270060","BARRA DE SÃO MIGUEL","AL","02/2020","1222","250651","205.12"
"270060","BARRA DE SÃO MIGUEL","AL","09/2020","1227","40525","33.03"
"270060","BARRA DE SÃO MIGUEL","AL","03/2020","1203","251445","209.01"
"270060","BARRA DE SÃO MIGUEL","AL","05/2020","1226","19799","16.15"
"270060","BARRA DE SÃO MIGUEL","AL","07/2020","1228","18095","14.74"
"270070","BATALHA","AL","09/2020","3189","111514","34.97"
"270070","BATALHA","AL","08/2020","3202","7968","2.49"
"270070","BATALHA","AL","02/2020","3248","728002","224.14"
"270070","BATALHA","AL","12/2020","3189","124711","39.11"
"270070","BATALHA","AL","03/2020","3196","721710","225.82"
"270070","BATALHA","AL","05/2020","3202","9848","3.08"
"270070","BATALHA","AL","06/2020","3202","9647","3.01"
"270070","BATALHA","AL","10/2020","3189","117867","36.96"
"270070","BATALHA","AL","04/2020","3202","10959","3.42"
"270070","BATALHA","AL","07/2020","3202","8385","2.62"
"270070","BATALHA","AL","11/2020","3189","120900","37.91"
"270070","BATALHA","AL","01/2020","3250","730351.00","224.72"
"270080","BELÉM","AL","04/2020","845","3761","4.45"
"270080","BELÉM","AL","03/2020","844","179368","212.52"
"270080","BELÉM","AL","09/2020","853","22131","25.94"
"270080","BELÉM","AL","10/2020","853","23222","27.22"
"270080","BELÉM","AL","05/2020","851","5205","6.12"
"270080","BELÉM","AL","12/2020","853","24899","29.19"
"270080","BELÉM","AL","11/2020","853","24348","28.54"
"270080","BELÉM","AL","02/2020","863","181624","210.46"
"270080","BELÉM","AL","06/2020","852","4137","4.86"
"270080","BELÉM","AL","01/2020","864","181609.00","210.20"
"270080","BELÉM","AL","07/2020","852","3869","4.54"
"270080","BELÉM","AL","08/2020","852","3869","4.54"
"270090","BELO MONTE","AL","05/2020","1315","2496","1.90"
"270090","BELO MONTE","AL","07/2020","1315","2243","1.71"
"270090","BELO MONTE","AL","08/2020","1315","2243","1.71"
"270090","BELO MONTE","AL","03/2020","1247","302571","242.64"
"270090","BELO MONTE","AL","09/2020","1315","54453","41.41"
"270090","BELO MONTE","AL","12/2020","1315","59424","45.19"
"270090","BELO MONTE","AL","04/2020","1314","3247","2.47"
"270090","BELO MONTE","AL","02/2020","1265","304599","240.79"
"270090","BELO MONTE","AL","01/2020","1269","305025.00","240.37"
"270090","BELO MONTE","AL","10/2020","1315","56123","42.68"
"270090","BELO MONTE","AL","11/2020","1315","56623","43.06"
"270090","BELO MONTE","AL","06/2020","1315","2496","1.90"
"270100","BOCA DA MATA","AL","07/2020","3861","21027","5.45"
"270100","BOCA DA MATA","AL","06/2020","3861","21142","5.48"
"270100","BOCA DA MATA","AL","11/2020","3853","110651","28.72"
"270100","BOCA DA MATA","AL","05/2020","3861","24120","6.25"
"270100","BOCA DA MATA","AL","12/2020","3853","114921","29.83"
"270100","BOCA DA MATA","AL","10/2020","3853","98104","25.46"
"270100","BOCA DA MATA","AL","01/2020","3605","744819.00","206.61"
"270100","BOCA DA MATA","AL","09/2020","3853","92605","24.03"
"270100","BOCA DA MATA","AL","02/2020","3595","743902","206.93"
"270100","BOCA DA MATA","AL","03/2020","3516","732959","208.46"
"270100","BOCA DA MATA","AL","04/2020","3841","22045","5.74"
"270100","BOCA DA MATA","AL","08/2020","3861","20711","5.36"
"270110","BRANQUINHA","AL","06/2020","1873","11502","6.14"
"270110","BRANQUINHA","AL","02/2020","1903","307524","161.60"
"270110","BRANQUINHA","AL","08/2020","1873","11803","6.30"
"270110","BRANQUINHA","AL","01/2020","1902","309170.00","162.55"
"270110","BRANQUINHA","AL","03/2020","1875","303944","162.10"
"270110","BRANQUINHA","AL","04/2020","1871","12097","6.47"
"270110","BRANQUINHA","AL","05/2020","1873","11940","6.37"
"270110","BRANQUINHA","AL","07/2020","1873","11625","6.21"
"270110","BRANQUINHA","AL","09/2020","1867","23932","12.82"
"270110","BRANQUINHA","AL","10/2020","1867","25823","13.83"
"270110","BRANQUINHA","AL","11/2020","1867","26733","14.32"
"270110","BRANQUINHA","AL","12/2020","1867","27787","14.88"
"270120","CACIMBINHAS","AL","12/2020","1995","57479","28.81"
"270120","CACIMBINHAS","AL","08/2020","1997","5548","2.78"
"270120","CACIMBINHAS","AL","01/2020","1969","439408.00","223.16"
"270120","CACIMBINHAS","AL","03/2020","1939","432954","223.29"
"270120","CACIMBINHAS","AL","04/2020","1996","6075","3.04"
"270120","CACIMBINHAS","AL","05/2020","1997","6239","3.12"
"270120","CACIMBINHAS","AL","02/2020","1969","438770","222.84"
"270120","CACIMBINHAS","AL","06/2020","1997","6061","3.04"
"270120","CACIMBINHAS","AL","07/2020","1997","5808","2.91"
"270120","CACIMBINHAS","AL","09/2020","1995","47197","23.66"
"270120","CACIMBINHAS","AL","10/2020","1995","49868","25.00"
"270120","CACIMBINHAS","AL","11/2020","1995","55616","27.88"
"270130","CAJUEIRO","AL","09/2020","3618","78581","21.72"
"270130","CAJUEIRO","AL","11/2020","3618","95495","26.39"
"270130","CAJUEIRO","AL","12/2020","3618","100143","27.68"
"270130","CAJUEIRO","AL","07/2020","3624","23256","6.42"
"270130","CAJUEIRO","AL","05/2020","3624","24721","6.82"
"270130","CAJUEIRO","AL","04/2020","3631","27910","7.69"
"270130","CAJUEIRO","AL","03/2020","3298","570614","173.02"
